queue_rank,old_rank,eligible,processed,fund,usable,missing,missing_fields,official_routes,canonical_web_status,expected_recoverable_fields,score_values_per_minute,age_class,established_year,age_evidence_kind,age_evidence,age_blocked_fields,age_penalty,expected_recoverable_fields_old,reason,fund_index,ico,web,high,medium,low,expected_raw_slots,route_quality,penalty_factor,bonus_factor,expected_minutes,proven_hosts,cached_documents,cached_unexploited,slug
268,272,yes,no,"UNIMEX GROUP, uzavřený investiční fond, a.s.",7,4,investment_horizon;minimum_investment;fees;annual_returns,canonical web > Sbírka listin / ORSL,usable,0.3881,0.0597,MATURE,,no_age_evidence,,,1.0,0.3881,own site plus the register; exact IČO makes the register usable,289,28375025,https://www.ug-if.cz,0,0,3,0.44999999999999996,0.75,1.0,1.15,6.5,ug-if.cz,18,3,unimex-group-uzavreny-investicni-fond-a-s
269,273,yes,no,Long Capital SICAV a.s.,6,5,investment_horizon;minimum_investment;fees;annual_returns;news,Sbírka listin / ORSL > canonical web,usable,0.3712,0.0571,MATURE,,no_age_evidence,,,1.0,0.3712,own site plus the register; 21 sound cached documents never read,204,,https://www.longcapital.cz,0,0,3,0.44999999999999996,0.75,1.0,1.1,6.5,longcapital.cz;or.justice.cz,30,21,long-capital-sicav-a-s
270,274,yes,no,SkyLimit Industry SICAV a.s.,10,1,target_return,AVANT > canonical web,usable,0.165,0.0471,MATURE,,no_age_evidence,,,1.0,0.165,proven official route (AVANT); 12 sound cached documents never read,36,,https://www.skylimit.cz,0,0,1,0.15,1.0,1.0,1.1,3.5,skylimit.cz;avantfunds.cz,29,12,skylimit-industry-sicav-a-s
271,275,yes,no,"AMBEAT INVEST SICAV, a.s.",9,2,annual_returns;news,CODYA > canonical web,usable,0.165,0.0471,MATURE,,no_age_evidence,,,1.0,0.165,proven official route (CODYA); only the difficult fields remain,54,,https://www.codyainvest.cz/nase-fondy/ambeat-invest-sicav-a-s,0,0,2,0.3,1.0,0.55,1.0,3.5,codyainvest.cz,29,2,ambeat-invest-sicav-a-s
272,276,yes,no,CREDITAS LOAN SICAV a.s.,9,2,annual_returns;news,DELTA IS > canonical web,usable,0.165,0.0471,MATURE,,no_age_evidence,,,1.0,0.165,proven official route (DELTA IS); only the difficult fields remain,96,,https://deltais.cz/en/fondy/creditas-loan-sicav-a-s,0,0,2,0.3,1.0,0.55,1.0,3.5,deltais.cz,49,4,creditas-loan-sicav-a-s
273,277,yes,no,MaeG Investment SICAV a.s.,10,1,target_return,AVANT > canonical web,usable,0.165,0.0471,MATURE,,no_age_evidence,,,1.0,0.165,proven official route (AVANT); 14 sound cached documents never read,273,,https://maeginvestment.cz/,0,0,1,0.15,1.0,1.0,1.1,3.5,avantfunds.cz;maeginvestment.cz,27,14,maeg-investment-sicav-a-s
274,278,yes,no,"Schönfeld & Co Nemovitosti SICAV, a.s.",10,1,minimum_investment,canonical web,usable,0.1155,0.0462,MATURE,,no_age_evidence,,,1.0,0.1155,canonical website only; 17 sound cached documents never read,325,,https://arentia.cz/,0,0,1,0.15,0.7,1.0,1.1,2.5,arentia.cz,32,17,schonfeld-co-nemovitosti-sicav-a-s
275,279,yes,no,"Jet 3 SICAV, a.s.",9,2,aum_history;historical_values,canonical web,usable,0.1155,0.0462,MATURE,,no_age_evidence,,,1.0,0.1155,canonical website only; only the difficult fields remain,335,,https://www.jetinvestment.cz/fondy-jet/fond-jet-3/,0,0,2,0.3,0.7,0.55,1.0,2.5,cdn.prod.website-files.com;jetinvestment.cz,28,0,jet-3-sicav-a-s
276,280,yes,no,"Fond Fondů NLS SICAV, a.s.",9,2,target_return;annual_returns,J&T > canonical web > Sbírka listin / ORSL,usable,0.15,0.0429,MATURE,,no_age_evidence,,,1.0,0.15,proven official route (J&T),254,19232721,https://www.jtis.cz/archiv-dokumentu-fondu/fond-fondu-nls-sicav-a-s,0,0,1,0.15,1.0,1.0,1.0,3.5,jtis.cz,32,0,fond-fondu-nls-sicav-a-s
277,281,yes,no,"PT Equity Investments SICAV, a.s.",9,2,target_return;annual_returns,J&T > canonical web > Sbírka listin / ORSL,usable,0.15,0.0429,MATURE,,no_age_evidence,,,1.0,0.15,proven official route (J&T),284,14095688,https://www.jtis.cz/archiv-dokumentu-fondu/pt-equity-investments-sicav-a-s,0,0,1,0.15,1.0,1.0,1.0,3.5,jtis.cz,33,2,pt-equity-investments-sicav-a-s
278,282,yes,no,Property Fund for Living SICAV a.s.,10,1,target_return,canonical web,usable,0.105,0.042,MATURE,,no_age_evidence,,,1.0,0.105,canonical website only,29,,https://pffl.cz,0,0,1,0.15,0.7,1.0,1.0,2.5,pffl.cz,17,6,property-fund-for-living-sicav-a-s
279,283,yes,no,ARETE INDUSTRIAL SICAV a.s.,9,2,target_return;news,canonical web > Sbírka listin / ORSL,usable,0.2475,0.0381,MATURE,,no_age_evidence,,,1.0,0.2475,own site plus the register; 14 sound cached documents never read,56,08031444,https://www.arete.eu/,0,0,2,0.3,0.75,1.0,1.1,6.5,arete.eu;aretegroup.eu,32,14,arete-industrial-sicav-a-s
280,251,yes,no,DRFG Investment Fund SICAV a.s.,9,2,minimum_investment;annual_returns,canonical web > Sbírka listin / ORSL,usable,0.2475,0.0381,TWO_PERIODS,2024,ico_band,IČO 22344608,annual_returns,0.4,0.6188,own site plus the register; 12 sound cached documents never read,66,22344608,https://www.drfg-fund.cz/,0,1,1,0.75,0.75,1.0,1.1,6.5,drfg-fund.cz,22,12,drfg-investment-fund-sicav-a-s
281,246,yes,no,Rohlik Growth SICAV a.s.,8,3,assets_under_management;aum_history;annual_returns,AMISTA > canonical web > Sbírka listin / ORSL,usable,0.1237,0.0354,ONE_STUB_PERIOD,2025,recorded_first_accounting_period,2024-11-03/2025-12-31,annual_returns;assets_under_management;aum_history,0.3,0.4125,proven official route (AMISTA); one annual report can answer 3 missing fields; 21 sound cached documents never read,33,22217754,https://www.rohlik.fund,0,0,2,0.3,1.0,1.0,1.375,3.5,rohlik.fund;amista.cz,32,21,rohlik-growth-sicav-a-s
282,212,yes,no,Satoshi Bridge Fond SICAV a.s.,7,4,assets_under_management;aum_history;annual_returns;historical_values,canonical web,usable,0.0866,0.0347,ONE_STUB_PERIOD,2025,recorded_establishment_year,2025,annual_returns;assets_under_management;aum_history;historical_values,0.1875,0.462,canonical website only; 23 sound cached documents never read,219,,https://satoshibridge.com,0,0,4,0.6,0.7,1.0,1.1,2.5,satoshibridge.com,26,23,satoshi-bridge-fond-sicav-a-s
283,284,yes,no,"Trikaya nemovitostní fond SICAV, a.s.",10,1,news,CODYA > canonical web > Sbírka listin / ORSL,usable,0.0908,0.0259,MATURE,,no_age_evidence,,,1.0,0.0908,proven official route (CODYA); 15 sound cached documents never read; only the difficult fields remain,40,07004311,https://fond.trikaya.cz,0,0,1,0.15,1.0,0.55,1.1,3.5,fond.trikaya.cz;codyainvest.cz,25,15,trikaya-nemovitostni-fond-sicav-a-s
284,285,yes,no,"EnCor Funds SICAV, a.s.",10,1,news,AVANT > canonical web,usable,0.0908,0.0259,MATURE,,no_age_evidence,,,1.0,0.0908,proven official route (AVANT); 33 sound cached documents never read; only the difficult fields remain,68,,https://encoram.com,0,0,1,0.15,1.0,0.55,1.1,3.5,avantfunds.cz;encoram.com,45,33,encor-funds-sicav-a-s
285,286,yes,no,JRD Eco Fund SICAV a.s.,9,2,aum_history;news,AVANT > canonical web,usable,0.0908,0.0259,MATURE,2025,recorded_first_accounting_period+existing_multiyear_series,2025-08-11/2025-12-31,,1.0,0.0908,proven official route (AVANT); 20 sound cached documents never read; only the difficult fields remain,75,,https://www.jrd.cz/ecofund,0,0,1,0.15,1.0,0.55,1.1,3.5,jrd.cz;avantfunds.cz,41,20,jrd-eco-fund-sicav-a-s
286,287,yes,no,"AVANT GROUP SICAV, a.s.",9,2,annual_returns;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.0908,0.0259,MATURE,,no_age_evidence,,,1.0,0.0908,proven official route (AVANT); 27 sound cached documents never read; only the difficult fields remain,91,09131752,https://avantgroup.cz/,0,0,1,0.15,1.0,0.55,1.1,3.5,avantfunds.cz;avantgroup.cz,38,27,avant-group-sicav-a-s
287,288,yes,no,"DOMOPLAN - Na Mariánské cestě SICAV, a.s.",9,2,annual_returns;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.0908,0.0259,MATURE,,no_age_evidence,,,1.0,0.0908,proven official route (AVANT); 12 sound cached documents never read; only the difficult fields remain,99,07742797,https://www.domoplanfund.eu/cs/fond/domoplan-na-marianske-ceste-sicav-a-s-3DEQIu,0,0,1,0.15,1.0,0.55,1.1,3.5,avantfunds.cz;domoplanfund.eu,46,12,domoplan-na-marianske-ceste-sicav-a-s
288,289,yes,no,SOLID FOUNDATIONS SICAV a.s.,9,2,annual_returns;news,AVANT > canonical web,usable,0.0908,0.0259,MATURE,,no_age_evidence,,,1.0,0.0908,proven official route (AVANT); 16 sound cached documents never read; only the difficult fields remain,166,,https://solidfoundations.cz,0,0,1,0.15,1.0,0.55,1.1,3.5,avantfunds.cz;solidfoundations.cz,32,16,solid-foundations-sicav-a-s
289,290,yes,no,"Aristoteles Fund SICAV, a.s.",9,2,annual_returns;historical_values,DELTA IS > canonical web,usable,0.0908,0.0259,MATURE,,no_age_evidence,,,1.0,0.0908,proven official route (DELTA IS); 17 sound cached documents never read; only the difficult fields remain,234,,https://aristotelesfond.cz/,0,0,1,0.15,1.0,0.55,1.1,3.5,aristotelesfond.cz;deltais.cz,25,17,aristoteles-fund-sicav-a-s
290,291,yes,no,Lázeňský fond SICAV a.s.,10,1,news,canonical web,usable,0.0635,0.0254,MATURE,,no_age_evidence,,,1.0,0.0635,canonical website only; 21 sound cached documents never read; only the difficult fields remain,5,,https://lazenskyfond.cz,0,0,1,0.15,0.7,0.55,1.1,2.5,lazenskyfond.cz,29,21,lazensky-fond-sicav-a-s
291,292,yes,no,ZDR Investments SICAV a.s.,9,2,aum_history;annual_returns,canonical web,usable,0.0635,0.0254,MATURE,,no_age_evidence,,,1.0,0.0635,canonical website only; 27 sound cached documents never read; only the difficult fields remain,46,,https://www.zdrinvestments.cz/en/,0,0,1,0.15,0.7,0.55,1.1,2.5,zdrinvestments.cz;cdn.prod.website-files.com,35,27,zdr-investments-sicav-a-s
292,293,yes,no,AMADEUS SICAV a.s.,10,1,news,canonical web,usable,0.0635,0.0254,MATURE,,no_age_evidence,,,1.0,0.0635,canonical website only; 20 sound cached documents never read; only the difficult fields remain,52,,https://www.amadeusfond.cz,0,0,1,0.15,0.7,0.55,1.1,2.5,amadeusfond.cz,28,20,amadeus-sicav-a-s
293,294,yes,no,Wine Management SICAV a.s.,10,1,news,CODYA > canonical web,usable,0.0825,0.0236,MATURE,,no_age_evidence,,,1.0,0.0825,proven official route (CODYA); only the difficult fields remain,44,,https://winemanagement.cz/en/,0,0,1,0.15,1.0,0.55,1.0,3.5,winemanagement.cz;codyainvest.cz,17,4,wine-management-sicav-a-s
294,295,yes,no,"ECFS Credit Fund SICAV, a.s.",10,1,news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.0825,0.0236,MATURE,,no_age_evidence,,,1.0,0.0825,proven official route (AVANT); only the difficult fields remain,67,10719857,https://www.natland.fund/ecfs-credit-fund,0,0,1,0.15,1.0,0.55,1.0,3.5,natland.cz;avantfunds.cz,44,2,ecfs-credit-fund-sicav-a-s
295,296,yes,no,"AVANT Private Equity SICAV, a.s.",10,1,news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.0825,0.0236,MATURE,,no_age_evidence,,,1.0,0.0825,proven official route (AVANT); only the difficult fields remain,179,08107238,https://www.avantfunds.cz/fondy/avant-private-equity-fund-sicav-a-s/,0,0,1,0.15,1.0,0.55,1.0,3.5,avantfunds.cz,39,3,avant-private-equity-sicav-a-s
296,297,yes,no,Georgia Energy SICAV a.s.,9,2,aum_history;news,CODYA > canonical web > Sbírka listin / ORSL,usable,0.0825,0.0236,MATURE,,no_age_evidence,,,1.0,0.0825,proven official route (CODYA); only the difficult fields remain,259,,https://www.codyainvest.cz/nase-fondy/georgia-energy-sicav-a-s-trida-c,0,0,1,0.15,1.0,0.55,1.0,3.5,codyainvest.cz,28,2,georgia-energy-sicav-a-s
297,298,yes,no,TBGF SICAV a.s.,10,1,target_return,canonical web > Sbírka listin / ORSL,usable,0.1237,0.019,MATURE,,no_age_evidence,,,1.0,0.1237,own site plus the register; 17 sound cached documents never read,37,09394257,https://tbgf.cz,0,0,1,0.15,0.75,1.0,1.1,6.5,tbgf.cz,24,17,tbgf-sicav-a-s
298,299,yes,no,Alethes investiční fond SICAV a.s.,8,3,target_return;fees;annual_returns,Sbírka listin / ORSL > canonical web,usable,0.1237,0.019,MATURE,,no_age_evidence,,,1.0,0.1237,own site plus the register; 30 sound cached documents never read,93,,https://www.alethes.cz,0,0,1,0.15,0.75,1.0,1.1,6.5,alethes.cz;or.justice.cz,39,30,alethes-investicni-fond-sicav-a-s
299,300,yes,no,"FIDUROCK Retail Parks Fund SICAV, a.s.",7,4,assets_under_management;aum_history;historical_values;news,canonical web > Sbírka listin / ORSL,usable,0.1125,0.0173,MATURE,2025,recorded_establishment_date+existing_multiyear_series,2025-11-26,,1.0,0.1125,own site plus the register,70,,https://www.fidurock.com/,0,0,1,0.15,0.75,1.0,1.0,6.5,fidurock.com;fidurock-prod.fra1.digitaloceanspaces.com,36,8,fidurock-retail-parks-fund-sicav-a-s
300,206,yes,no,ART PALACE Fund SICAV a.s.,6,5,assets_under_management;aum_history;annual_returns;historical_values;news,canonical web > Sbírka listin / ORSL,usable,0.0675,0.0104,ONE_STUB_PERIOD,2025,recorded_establishment_date,2025-08-20,annual_returns;assets_under_management;aum_history;historical_values,0.05,1.35,own site plus the register,229,23618761,https://artpalacefund.com,0,3,0,1.7999999999999998,0.75,1.0,1.0,6.5,artpalacefund.com,21,8,art-palace-fund-sicav-a-s
301,301,yes,no,"RESIDENTO SICAV, a.s.",10,1,news,canonical web > Sbírka listin / ORSL,usable,0.0619,0.0095,MATURE,,no_age_evidence,,,1.0,0.0619,own site plus the register; only the difficult fields remain,31,07669429,https://residento.cz,0,0,1,0.15,0.75,0.55,1.0,6.5,residento.cz,14,7,residento-sicav-a-s
302,302,yes,no,"Ambeat Care nemovitostní fond SICAV, a.s.",8,3,aum_history;annual_returns;news,Sbírka listin / ORSL > canonical web,usable,0.0619,0.0095,TWO_PERIODS,2024,recorded_establishment_date,2024-06-21,annual_returns;aum_history,1.0,0.0619,own site plus the register; only the difficult fields remain,58,,https://www.ambeatcare.cz,0,0,1,0.15,0.75,0.55,1.0,6.5,ambeatcare.cz;cdn.prod.website-files.com;or.justice.cz,33,6,ambeat-care-nemovitostni-fond-sicav-a-s
303,303,no,yes,"SPM GROUP investiční fond s proměnným základním kapitálem, a.s.",0,11,investment_horizon;minimum_investment;target_return;fees;assets_under_management;manager;administrator;aum_history;annual_returns;historical_values;news,none,does not reach the fund,0.0178,0.0089,MATURE,,no_age_evidence,,,1.0,0.0178,canonical website does not reach the fund; 12 sound cached documents never read; batch 01 already ran the only route this fund has; canonical web does not reach the fund; no source of any kind,167,,https://www.spmgroup.cz,1,5,0,4.0,0.15,0.027,1.1,2.0,,20,12,spm-group-investicni-fond-s-promennym-zakladnim-kapi
304,304,no,yes,"OneCap Private Equity SICAV, a.s.",0,11,investment_horizon;minimum_investment;target_return;fees;assets_under_management;manager;administrator;aum_history;annual_returns;historical_values;news,none,does not reach the fund,0.0121,0.0061,MATURE,,no_age_evidence,,,1.0,0.0121,canonical website does not reach the fund; batch 01 already ran the only route this fund has; canonical web does not reach the fund; no source of any kind,210,,https://www.onecap.cz,0,5,0,3.0,0.15,0.027,1.0,2.0,,20,2,onecap-private-equity-sicav-a-s
305,305,no,yes,"OneCap Real Estate & Infrastructure SICAV, a.s.",0,11,investment_horizon;minimum_investment;target_return;fees;assets_under_management;manager;administrator;aum_history;annual_returns;historical_values;news,none,does not reach the fund,0.0121,0.0061,MATURE,,no_age_evidence,,,1.0,0.0121,canonical website does not reach the fund; batch 01 already ran the only route this fund has; canonical web does not reach the fund; no source of any kind,282,,https://www.onecap.cz,0,5,0,3.0,0.15,0.027,1.0,2.0,,20,3,onecap-real-estate-infrastructure-sicav-a-s
306,306,yes,no,Julius Meinl Investment SICAV a.s.,1,10,investment_horizon;minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,canonical web,usable,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,canonical website only,23,,https://thejuliusfund.cz,0,0,0,0.0,0.7,1.0,1.0,2.5,,4,0,julius-meinl-investment-sicav-a-s
307,307,yes,no,"Vihorev.Capital SICAV, a.s.",10,1,annual_returns,AVANT > canonical web > Sbírka listin / ORSL,usable,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,proven official route (AVANT); 32 sound cached documents never read; only the difficult fields remain,42,07670184,https://www.vihorev.cz/en/,0,0,0,0.0,1.0,0.55,1.1,3.5,avantfunds.cz;s3.eu-central-1.amazonaws.com;vihorev.cz,43,32,vihorev-capital-sicav-a-s
308,308,yes,no,Apex Capital SICAV a.s.,1,10,investment_horizon;minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,canonical web,usable,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,canonical website only,59,,https://apexcapital.cz,0,0,0,0.0,0.7,1.0,1.0,2.5,,1,0,apex-capital-sicav-a-s
309,309,yes,no,CRESTYL SICAV a.s.,1,10,investment_horizon;minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,canonical web,usable,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,canonical website only,63,,https://crestyl.cz,0,0,0,0.0,0.7,1.0,1.0,2.5,,0,0,crestyl-sicav-a-s
310,310,yes,no,"Český fond SICAV, a.s.",1,10,investment_horizon;minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,canonical web,usable,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,canonical website only,117,,https://ceskyfond.cz,0,0,0,0.0,0.7,1.0,1.0,2.5,,22,0,cesky-fond-sicav-a-s
311,311,yes,no,"PRINCIPE FONDS SICAV, a.s.",1,10,investment_horizon;minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,canonical web,usable,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,canonical website only,157,,https://www.avantfunds.cz,0,0,0,0.0,0.7,1.0,1.0,2.5,,48,0,principe-fonds-sicav-a-s
312,312,yes,no,"BHS DYNAMIC FUND SICAV, a.s.",9,2,annual_returns;news,Sbírka listin / ORSL > other official hub > canonical web,usable,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,proven official route (other official hub); 10 sound cached documents never read; only the difficult fields remain,182,05504660,https://www.bhs.cz/fondy/bhs-dynamic-fund,0,0,0,0.0,1.0,0.55,1.1,3.5,bhs.cz;or.justice.cz,35,10,bhs-dynamic-fund-sicav-a-s
313,313,yes,no,"Fio realitní fond SICAV, a.s.",7,4,minimum_investment;target_return;annual_returns;news,Sbírka listin / ORSL > canonical web,usable,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,own site plus the register,196,,https://fio.cz,0,0,0,0.0,0.75,1.0,1.0,6.5,or.justice.cz;fiofondy.cz,32,5,fio-realitni-fond-sicav-a-s
314,314,yes,no,"UKRAINE RECOVERY FUND SICAV, a.s.",1,10,investment_horizon;minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,canonical web,usable,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,canonical website only,223,,https://ukrainerecoveryfund.com,0,0,0,0.0,0.7,1.0,1.0,2.5,,7,0,ukraine-recovery-fund-sicav-a-s
315,315,yes,no,"DIRECT VIGO SICAV, a.s.",10,1,news,Sbírka listin / ORSL > canonical web,usable,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,own site plus the register; only the difficult fields remain,246,07358326,https://www.directinvestments.cz/fondy,0,0,0,0.0,0.75,0.55,1.0,6.5,cdn.direct.cz;directinvestments.cz;or.justice.cz,19,0,direct-vigo-sicav-a-s
316,316,yes,no,FestLen SICAV a.s.,1,10,investment_horizon;minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,canonical web,usable,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,canonical website only,252,,https://encoram.com/,0,0,0,0.0,0.7,1.0,1.0,2.5,,0,0,festlen-sicav-a-s
317,317,yes,no,"Fortress Fusion Fund SICAV, a.s.",1,10,investment_horizon;minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,canonical web,usable,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,canonical website only,256,,https://encoram.com,0,0,0,0.0,0.7,1.0,1.0,2.5,,24,0,fortress-fusion-fund-sicav-a-s
318,318,yes,no,"ID-SICAV Fund, a.s.",3,8,investment_horizon;minimum_investment;fees;assets_under_management;aum_history;annual_returns;historical_values;news,AVANT > canonical web > Sbírka listin / ORSL,usable,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,proven official route (AVANT); one annual report can answer 4 missing fields,264,,https://www.avantfunds.cz/informace-o-fondech/,0,0,0,0.0,1.0,1.0,1.25,3.5,avantfunds.cz,34,0,id-sicav-fund-a-s
319,319,no,yes,"MAVERICK Fund SICAV, a.s.",0,11,investment_horizon;minimum_investment;target_return;fees;assets_under_management;manager;administrator;aum_history;annual_returns;historical_values;news,none,does not reach the fund,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,canonical website does not reach the fund; batch 01 already ran the only route this fund has; canonical web does not reach the fund; no source of any kind,269,,https://www.versuteis.cz,0,0,0,0.0,0.15,0.027,1.0,2.0,,21,0,maverick-fund-sicav-a-s
320,320,yes,no,"Mezzanine Capital Fund SICAV, a.s.",10,1,annual_returns,Sbírka listin / ORSL > canonical web,usable,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,own site plus the register; 16 sound cached documents never read; only the difficult fields remain,276,,https://www.mcfund.cz/,0,0,0,0.0,0.75,0.55,1.1,6.5,mcfund.cz;or.justice.cz,31,16,mezzanine-capital-fund-sicav-a-s
321,321,no,yes,"OFO Project TWO SICAV, a.s.",0,11,investment_horizon;minimum_investment;target_return;fees;assets_under_management;manager;administrator;aum_history;annual_returns;historical_values;news,none,does not reach the fund,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,canonical website does not reach the fund; batch 01 already ran the only route this fund has; canonical web does not reach the fund; no source of any kind,281,,https://www.cyrrus.cz,0,0,0,0.0,0.15,0.027,1.0,2.0,,13,0,ofo-project-two-sicav-a-s
322,322,yes,no,TRINITY Real Estate Fund SICAV a.s.,1,10,investment_horizon;minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,none,no website,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,no start page at all; no source of any kind,287,,,0,0,0,0.0,0.05,0.2,1.0,2.0,,0,0,trinity-real-estate-fund-sicav-a-s
323,323,yes,no,"Fond udržitelnosti Římskokatolické církve, investiční fond s proměnným základním kapitálem, a. s.",1,10,investment_horizon;minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,none,no website,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,no start page at all; no source of any kind,309,,,0,0,0,0.0,0.05,0.2,1.0,2.0,,0,0,fond-udrzitelnosti-rimskokatolicke-cirkve-investicni
324,324,no,yes,InnoBridge SICAV a.s.,0,11,investment_horizon;minimum_investment;target_return;fees;assets_under_management;manager;administrator;aum_history;annual_returns;historical_values;news,none,no website,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,no start page at all; no source of any kind,314,,,0,0,0,0.0,0.05,0.2,1.0,2.0,,0,0,innobridge-sicav-a-s
325,325,yes,no,Patronus třicátý osmý SICAV a.s.,1,10,investment_horizon;minimum_investment;target_return;fees;assets_under_management;administrator;aum_history;annual_returns;historical_values;news,canonical web > Sbírka listin / ORSL,usable,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,own site plus the register; exact IČO makes the register usable,323,24084948,https://www.amista.cz/,0,0,0,0.0,0.75,1.0,1.15,6.5,,51,0,patronus-tricaty-osmy-sicav-a-s
326,326,no,yes,TTP SICAV a.s.,0,11,investment_horizon;minimum_investment;target_return;fees;assets_under_management;manager;administrator;aum_history;annual_returns;historical_values;news,none,does not reach the fund,0.0,0.0,MATURE,,no_age_evidence,,,1.0,0.0,canonical website does not reach the fund; batch 01 already ran the only route this fund has; canonical web does not reach the fund; no source of any kind,336,,https://www.ttpinvest.cz/,0,0,0,0.0,0.15,0.027,1.0,2.0,,4,2,ttp-sicav-a-s
